Show_Id,Category,Title,Director,Cast,Country,Release_Date,Rating,Duration,Type,Description,Year_Added,Month_Added,Main_Genre,Main_Country
s5520,Movie,Seventh Son,Sergei Bodrov,"Jeff Bridges, Ben Barnes, Julianne Moore, Alicia Vikander, Antje Traue, Olivia Williams, John DeSantis, Kit Harington, Djimon Hounsou, Gerard Plunkett, Jason Scott Lee","United States, United Kingdom, Canada, China",2020-08-16,PG-13,102 min,"Action & Adventure, Sci-Fi & Fantasy","In the 18th century, apprentice exorcist Tom Ward is the lynchpin in a battle between good and evil when imprisoned witch Mother Malkin escapes.",2020.0,8.0,Action & Adventure,United States
s7489,TV Show,Wassup Man GO!,Unknown,Joon Park,Unknown,2020-03-27,TV-MA,1 Season,"International TV Shows, Korean TV Shows, Reality TV","Famously unfiltered star Joon Park goes to Los Angeles for an audition â€“ and for a colorful, totally personal romp through the city he calls home.",2020.0,3.0,International TV Shows,Unknown
s3334,TV Show,Ken Burns Presents: College Behind Bars: A Film by Lynn Novick and Produced by Sarah Botstein,Lynn Novick,Unknown,United States,2020-03-15,TV-MA,1 Season,Docuseries,"This docuseries follows several incarcerated people as they pursue a college degree through the Bard Prison Initiative, a rigorous education program.",2020.0,3.0,Docuseries,United States
s5648,Movie,Skin Trade,Ekachai Uekrongtham,"Dolph Lundgren, Tony Jaa, Ron Perlman, Celina Jade, Peter Weller, Michael Jai White, Sahajak Boonthanakit, Mike Dopud","Thailand, Canada, United States",2018-12-17,R,96 min,Action & Adventure,A New Jersey detective whose family was killed by an international gangster teams up with a Bangkok cop on a quest to bring down a criminal empire.,2018.0,12.0,Action & Adventure,Thailand
s1264,Movie,Chalay Thay Saath,Umer Adil,"Syra Shehroz, Kent S. Leung, Osama Tahir, Mansha Pasha, Zhalay Sharhadi, Faris Khalid, Behroze Sabzwari, Shamim Hilaly",Pakistan,2018-05-15,TV-14,118 min,"Comedies, Dramas, International Movies",Beautiful and adventurous doctor Resham meets a handsome Chinese backpacker named Adam while traveling with friends on a journey of self-discovery.,2018.0,5.0,Comedies,Pakistan
s5180,TV Show,Revenge,Unknown,"Lalita Panyopas, Saksit Tangtong, Tao Somchai Khemklad, Tack Parunyu Rojanawuttitum, Pongsatorn Jongwilas, Chaleumpol Tikumpornteerawong, Akarin Akaranitimaytharatt, Kanthi Pitithan, Plerng Pollapakk Vacharaponghiran, Kritteera Inpornwijit",Unknown,2019-05-02,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas","After a mother and her daughter are gang-raped by seven men, the daughter suffers a mental breakdown, and the single mom sets out to get revenge.",2019.0,5.0,Crime TV Shows,Unknown
s4746,TV Show,Palazuelos mi rey,Unknown,Roberto Palazuelos,Unknown,2020-02-13,TV-14,1 Season,"International TV Shows, Reality TV, Spanish-Language TV Shows","This reality series follows entrepreneur and soap opera star Roberto Palazuelos as he builds his hotel empire and juggles riches, women and drama.",2020.0,2.0,International TV Shows,Unknown
s3258,Movie,Justin Timberlake + the Tennessee Kids,Jonathan Demme,Justin Timberlake,United States,2016-10-12,TV-MA,90 min,Music & Musicals,"On the final nights of a world tour, director Jonathan Demme captures what makes the show soar: gifted musicians, deft dancers and a magnetic star.",2016.0,10.0,Music & Musicals,United States
s6921,Movie,The Talented Mr. Ripley,Anthony Minghella,"Matt Damon, Gwyneth Paltrow, Jude Law, Cate Blanchett, Philip Seymour Hoffman, Jack Davenport, James Rebhorn, Sergio Rubini, Philip Baker Hall, Celia Weston",United States,2020-01-01,R,139 min,"Dramas, Thrillers","A charming sociopath maneuvers into the lush life of a young heir. But as he embraces the posh lifestyle, he'll stop at nothing to hold onto it.",2020.0,1.0,Dramas,United States
s6138,Movie,The Black Prince,Kavi Raz,"Satinder Sartaaj, Shabana Azmi, Jason Flemyng, Amanda Root, Rup Magon, Sophie Stevens, Keith Duffy, David Essex, Leanne Joyce, Ranjit Singh Shubh","United Kingdom, India, United States",2018-10-03,PG-13,121 min,"Dramas, International Movies","After being exiled to England as a child, a Punjabi prince struggles to return to his homeland and his Sikh faith in this historical drama.",2018.0,10.0,Dramas,United Kingdom
s6509,Movie,The Irishman: In Conversation,Unknown,"Martin Scorsese, Robert De Niro, Al Pacino, Joe Pesci",United States,2019-12-05,TV-MA,24 min,Documentaries,"Join director Martin Scorsese as he sits down with stars Robert De Niro, Al Pacino and Joe Pesci for an intimate, intriguing look inside ""The Irishman.""",2019.0,12.0,Documentaries,United States
s6333,Movie,The Endless,"Justin Benson, Aaron Moorhead","Aaron Moorhead, Justin Benson, Callie Hernandez, Lew Temple, James Jordan, Tate Ellington",United States,2018-09-19,TV-MA,112 min,"Independent Movies, Sci-Fi & Fantasy, Thrillers","As kids, they escaped a UFO death cult. Now, two adult brothers seek answers after an old videotape surfaces and brings them back to where they began.",2018.0,9.0,Independent Movies,United States
s2940,Movie,If Anything Happens I Love You,"Will McCormack, Michael Govier",Unknown,United States,2020-11-20,PG,13 min,Dramas,Grieving parents journey through an emotional void as they mourn the loss of a child in the aftermath of a tragic school shooting.,2020.0,11.0,Dramas,United States
s5302,TV Show,Run On,Unknown,"Yim Si-wan, Shin Sae-kyeong, Choi Soo-young, Kang Tae-oh, Park Yeong-gyu, Cha Hwa-yeon, Lee Bong-ryeon, Ryu Abell, Seo Jae-hee, Yeon Je-wook, Choi Jae-hyun, Lee Jeong-ha, Park Sung-jun, Lee Hwang-eui, Lee Shin-ki, Kim Dong-yeong, Kim Si-eun, Kim Si-young",South Korea,2020-12-17,TV-MA,1 Season,"International TV Shows, Romantic TV Shows, TV Comedies","Veering off course from his preset path, a track star follows his own pace and heart for the first time after a film translator steps into his life.",2020.0,12.0,International TV Shows,South Korea
s4955,TV Show,Power Rangers: Megaforce,Unknown,"Andrew M. Gray, Ciara Hanna, John Mark Loudermilk, Christina Masterson, Azim Rizk, Shailesh Prajapati, Ian Harcourt",United States,2016-01-01,TV-Y7,1 Season,Kids' TV,"When Earth is threatened by a massive alien invasion, the planet's supernatural guardian calls upon five teenagers to form the ultimate defense team.",2016.0,1.0,Kids' TV,United States
s5356,TV Show,Sam & Cat,Unknown,"Jennette McCurdy, Ariana Grande, Cameron Ocasio, Brandon Weaver, Zoran Korach, Dre Swain, Maree Cheatham, Eduardo Drummond, Alondra Hidalgo",United States,2019-11-05,TV-PG,2 Seasons,"Kids' TV, TV Comedies","To earn cash, roommates Sam and Cat start a baby-sitting service â€“ and quickly discover just what an adventure baby-sitting can be.",2019.0,11.0,Kids' TV,United States
s1516,Movie,Cracked Up: The Darrell Hammond Story,Michelle Esrick,Darrell Hammond,United States,2020-05-01,TV-MA,97 min,Documentaries,"""Saturday Night Live"" star Darrell Hammond reveals the extreme abuse he suffered during childhood, a trauma that nearly destroyed his life as an adult.",2020.0,5.0,Documentaries,United States
s7357,TV Show,Unrequited Love,Unknown,"Zhu Yanmanzi, Zhao Shunran, Shen Yu, Zhang Yichi, Mengqin, Esther Chen, Zhang Zhehao, He Meixuan, Yuan Baizihui",China,2019-07-17,TV-14,1 Season,"International TV Shows, Romantic TV Shows, TV Dramas","A complicated, one-sided secret attraction sends ripples through the lives of a mild-mannered student and her dashing classmate.",2019.0,7.0,International TV Shows,China
s5044,Movie,Quincy,"Rashida Jones, Alan Hicks",Quincy Jones,United States,2018-09-21,TV-MA,124 min,"Documentaries, Music & Musicals","This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",2018.0,9.0,Documentaries,United States
s5494,TV Show,Sense8,Unknown,"Tuppence Middleton, Brian J. Smith, Doona Bae, Max Riemelt, Naveen Andrews, Daryl Hannah, Freema Agyeman, Terrence Mann, Adam Shapiro, Max Mauff, Alfonso Herrera, ErÃ©ndira Ibarra, Aml Ameen, Jamie Clayton, Tina Desae, Miguel Ãngel Silvestre, Toby Onwumere, Joe Pantoliano",United States,2016-12-23,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries","From the creators of ""The Matrix"" and ""Babylon 5"" comes this tense series in which eight people can telepathically experience each other's lives.",2016.0,12.0,Crime TV Shows,United States
s4529,Movie,NOVA: Extreme Animal Weapons,Peter Fison,Doug Averill,United States,2019-07-01,TV-PG,53 min,Documentaries,"From huge tusks to giant horns, some animals sport weaponry thatâ€™s larger than life. Researchers explain the science behind this biological arms race.",2019.0,7.0,Documentaries,United States
s3128,Movie,Jarhead: Law of Return,Don Michael Paul,"Amaury Nolasco, Devon Sawa, Robert Patrick, Jeff Pierre, Ben Cross, Amos Tamam, Yael Eitan, Tsahi Halevi","Israel, United States",2019-12-25,R,103 min,"Action & Adventure, Dramas","When a U.S. senatorâ€™s son is held captive by Hezbollah militiamen, a group of highly trained soldiers ventures into enemy territory to bring him home.",2019.0,12.0,Action & Adventure,Israel
s7549,Movie,What Did I Mess,Shady Hanna,"Rola Beksmati, Junaid Zeineldine, Abboudy Mallah, Tanya Nasr, Matteo El Khodr, Rita El Khoury, Tony Benn",Lebanon,2020-10-19,TV-14,98 min,"Comedies, International Movies, Romantic Movies","In an attempt to get her ex to propose, Nayla hosts a gathering to introduce him to her new suitor â€” only for the party to turn into a hellish occasion.",2020.0,10.0,Comedies,Lebanon
s2606,TV Show,Hap and Leonard,Unknown,"James Purefoy, Michael Kenneth Williams, Jimmi Simpson, Bill Sage, Christina Hendricks, Pollyanna McIntosh, Jeff Pope, Neil Sandilands, Henry G. Sanders, Enrique Murciano",United States,2019-03-06,TV-MA,3 Seasons,"Crime TV Shows, TV Dramas","In late-1980s Texas, two best friends get involved in darkly comic misadventures by hiring themselves out to shady clients for illicit ends.",2019.0,3.0,Crime TV Shows,United States
s2081,Movie,Eyyvah Eyyvah 3,Hakan AlgÃ¼l,"Demet AkbaÄŸ, Ata Demirer, Ã–zge Borak, Salih Kalyon, Tanju Tuncel, Serra YÄ±lmaz, TarÄ±k ÃœnlÃ¼oÄŸlu, AyÅŸenil ÅžamlÄ±oÄŸlu",Turkey,2017-03-10,TV-PG,103 min,"Comedies, International Movies","Life is tough for HÃ¼seyin after marrying his true love. He works day and night to support his growing family, while singer Firuzan copes with fame.",2017.0,3.0,Comedies,Turkey
s4439,TV Show,NCIS,Unknown,"Mark Harmon, Michael Weatherly, Pauley Perrette, David McCallum, Sean Murray, Cote de Pablo, Brian Dietzen, Rocky Carroll, Lauren Holly, Sasha Alexander, Joe Spano, Alan Dale, Emily Wickersham, Pancho Demmings",United States,2018-07-01,TV-14,15 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Follow the quirky agents of the NCIS â€“ the Naval Criminal Investigative Service â€“ as they track down terrorists and other high-profile criminals.,2018.0,7.0,Crime TV Shows,United States
s1407,TV Show,CLANNAD,Unknown,"Yuichi Nakamura, David Matranga, Mai Nakahara, Luci Christian, Ryo Hirohashi, Shelley Calene-Black, Ai Nonaka, Hilary Haag, Akemi Kanda, Brittney Karbowski, Houko Kuwashima, Kaytha Coker, Mamiko Noto, Emily Neves, Daisuke Sakaguchi, Greg Ayres",Japan,2019-11-01,TV-PG,2 Seasons,"Anime Series, Teen TV Shows",Maladjusted high school student Tomoya's life begins to change when he befriends his classmate Nagisa and several other eccentric girls.,2019.0,11.0,Anime Series,Japan
s7277,TV Show,Twelve Forever,Unknown,"Kelsy Abbott, Antony Del Rio, Jaylen Barron, Matt Berry, Bridget Everett, Brandon Wardell, Steve Agee, Spencer Rothbell, Nick Sumida, Ashley Boettcher, Wade Randolph",United States,2019-07-29,TV-PG,1 Season,Kids' TV,Reggie's wild imagination unlocks a weird and wonderful world where she can be herself â€“ and escape the pressures of growing up.,2019.0,7.0,Kids' TV,United States
s6436,TV Show,The Hateful Eight: Extended Version,Quentin Tarantino,"Samuel L. Jackson, Kurt Russell, Jennifer Jason Leigh, Walton Goggins, DemiÃ¡n Bichir, Tim Roth, Michael Madsen, Bruce Dern, James Parks",Unknown,2019-04-25,R,1 Season,TV Shows,"Trapped at a stagecoach stop as a storm rages outside, two bounty hunters and an outlaw face a gallery of rogues. Features never-before-seen footage.",2019.0,4.0,TV Shows,Unknown
s1508,Movie,Counterpunch,Jay Bulger,Unknown,United States,2017-06-16,TV-MA,91 min,"Documentaries, Sports Movies","As boxing's popularity wanes, three fighters at different stages of their career make sacrifices to pursue their dreams of becoming champions.",2017.0,6.0,Documentaries,United States
s4809,Movie,Pedal the World,Felix Starck,Felix Starck,Germany,2018-06-01,TV-MA,85 min,"Documentaries, International Movies, Sports Movies","Over the course of one memorable and adventure-filled year, Felix Starck documents his 18,000-kilometer bicycle journey across 22 countries.",2018.0,6.0,Documentaries,Germany
s7396,Movie,Veerappan,Ram Gopal Varma,"Sandeep Bharadwaj, Sachiin Joshi, Lisa Ray, Usha Jadhav, Nissar Khan, Krishna Shrikanth Iyengar",India,2017-10-15,TV-14,117 min,"Action & Adventure, Dramas, International Movies",A police official assembles an elaborate network of spies and undercover operatives to bring down a ruthless bandit with a private army.,2017.0,10.0,Action & Adventure,India
s38,Movie,#Selfie 69,Cristina Jacob,"Maia Morgenstern, Olimpia Melinte, Crina Semciuc, Flavia Hojda, Maria Dinulescu, Alex Calin, Vlad Logigan, Levent Sali, Silvia Busuioc, Mihaela Mihut",Romania,2019-06-01,TV-MA,119 min,"Comedies, Dramas, International Movies","After a painful breakup, a trio of party-loving friends makes a bet: who can get married in three days.",2019.0,6.0,Comedies,Romania
s602,Movie,Asphalt Burning,Hallvard BrÃ¦in,"Anders Baasmo, Kathrine Thorborg Johansen, Ida HusÃ¸y, Otto Jespersen, Sven Nordin, Trond Halbo, Alexandra Maria Lara, Wenche Myhre, Kostja Ullmann, BjÃ¶rn Kjellman",Norway,2021-01-02,TV-14,101 min,"Action & Adventure, Comedies, International Movies","When the brakes slam on his wedding, Roy accepts a challenge from a new foe to race for his runaway bride at the iconic NÃ¼rburgring track in Germany.",2021.0,1.0,Action & Adventure,Norway
s3354,Movie,Khalnayak,Subhash Ghai,"Sanjay Dutt, Madhuri Dixit, Jackie Shroff, Anupam Kher, Rakhee Gulzar, Pramod Moutho, Ramya Krishnan, Sushmita Mukherjee, Neena Gupta, A.K. Hangal",India,2018-03-01,TV-14,170 min,"Action & Adventure, Dramas, International Movies",A prison guard goes undercover as a dancer to try and recapture an escaped criminal and restore her police inspector boyfriend's reputation.,2018.0,3.0,Action & Adventure,India
s2772,TV Show,Holiday Home Makeover with Mr. Christmas,Unknown,Benjamin Bradley,United States,2020-11-18,TV-G,1 Season,Reality TV,"Interior designer Benjamin â€œMr. Christmasâ€ Bradley works with a trusty team of ""elvesâ€ to help families transform their homes for the holidays.",2020.0,11.0,Reality TV,United States
s7550,Movie,WHAT DID JACK DO?,David Lynch,David Lynch,United States,2020-01-20,TV-14,17 min,"Dramas, Independent Movies",A detective interrogates a monkey who is suspected of murder.,2020.0,1.0,Dramas,United States
s1403,Movie,City of Joy,Madeleine Gavin,Unknown,"United States,",2018-09-07,TV-MA,77 min,Documentaries,"Women who've been sexually brutalized in war-torn Congo begin to heal at City of Joy, a center that helps them regain a sense of self and empowerment.",2018.0,9.0,Documentaries,United States
s6478,TV Show,The Idhun Chronicles,Maite Ruiz De Austri,"Michelle Jenner, Itzan Escamilla, Sergio Mur, Nico Romero, Carlos Cuevas",Spain,2021-01-08,TV-14,2 Seasons,"Anime Series, International TV Shows, Spanish-Language TV Shows","A boy suddenly orphaned fights his parents' killer to save a planet, and discovers a new world of danger â€” and wonder.",2021.0,1.0,Anime Series,Spain
s2998,Movie,Inglourious Basterds,Quentin Tarantino,"Brad Pitt, MÃ©lanie Laurent, Christoph Waltz, Eli Roth, Michael Fassbender, Diane Kruger, Daniel BrÃ¼hl, Til Schweiger, Gedeon Burkhard, Jacky Ido, B.J. Novak, Sylvester Groth, Martin Wuttke","Germany, United States",2019-07-22,R,153 min,Action & Adventure,"A Jewish cinema owner in occupied Paris is forced to host a Nazi premiere, where a group of American soldiers called the Basterds plans a face-off.",2019.0,7.0,Action & Adventure,Germany
s5245,Movie,Rocky,John G. Avildsen,"Sylvester Stallone, Talia Shire, Burt Young, Carl Weathers, Burgess Meredith, Thayer David, Joe Spinell, Jimmy Gambina, Bill Baldwin",United States,2019-08-01,PG,120 min,"Action & Adventure, Classic Movies, Dramas","Sylvester Stallone shot to fame as Rocky Balboa, an unknown fighter who's given a shot at fighting world champ Apollo Creed as a publicity stunt.",2019.0,8.0,Action & Adventure,United States
